card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,raw_text
1584,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,무이자/영화/테마파크
1592,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,"CGV, 메가박스"
1593,500000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,모든 주유소 리터당 40~150포인트/충전소 리터당 10~50포인트 적립
1593,500000,CARD_LEVEL,16,프리미엄,UNCLASSIFIED,,,,Platinum # 서비스
1595,0,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,"CGV, YES24 영화 7천원 할인"
1595,0,CARD_LEVEL,11,테마파크,UNCLASSIFIED,,,,유명 테마파크 자유이용권 할인
1595,0,CARD_LEVEL,16,프리미엄,UNCLASSIFIED,,,,Platinum# 서비스 및 국제브랜드사 서비스
1597,500000,CARD_LEVEL,32,해외이용,UNCLASSIFIED,,,,"해외 이용금액 1,000원당 총 2마일 적립"
1597,500000,CARD_LEVEL,15,면세점,UNCLASSIFIED,,,,"신라면세점 더 심플(앱) 1,000원당 총 2마일 적립"
1597,500000,CARD_LEVEL,28,프리미엄 서비스,UNCLASSIFIED,,,,AMEX PLATINUM 서비스 제공
1599,300000,CARD_LEVEL,23,바우처,UNCLASSIFIED,,,,Gift Option
1608,300000,CARD_LEVEL,5,통신,UNCLASSIFIED,,,,SK 7mobile 통신료 청구할인
1610,200000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"KB국민 티머니 체크카드
(체크카드 혜택 + 티머니서비스 + 멤버십서비스)"
1615,200000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"KB국민 티머니 체크카드
(체크카드 혜택 + 티머니서비스 + 멤버십서비스)"
1616,200000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"KB국민 티머니 체크카드
(체크카드 혜택 + 티머니서비스 + 멤버십서비스)"
1617,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"KB국민 티머니 체크카드
(체크카드 혜택 + 티머니서비스 + 멤버십서비스)"
1618,200000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"KB국민 티머니 체크카드
(체크카드 혜택 + 티머니서비스 + 멤버십서비스)"
1619,0,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,"KB국민 티머니 체크카드
(체크카드 혜택 + 티머니서비스 + 멤버십서비스)"
1623,300000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,S-OIL 리터당 40 보너스포인트 적립
1630,300000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,SK주유소(LPG포함) 주유 할인
1630,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,영화관 할인
1630,300000,CARD_LEVEL,29,여행/숙박,UNCLASSIFIED,,,,"여행서비스 할인
골프 라운지 혜택"
1630,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,한화그룹 계열사 서비스
1673,0,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,S-OIL 주유소에소 주유 시 리터당 80 빅포인트 적립
1695,300000,CARD_LEVEL,3,주유,UNCLASSIFIED,,,,SK주유소(LPG포함) 주유 할인
1695,300000,CARD_LEVEL,10,영화,UNCLASSIFIED,,,,영화관 할인
1695,300000,CARD_LEVEL,29,여행/숙박,UNCLASSIFIED,,,,"여행서비스 할인
뮤지컬, 연극 등 공윤 할인 및 이벤트 제공"
1695,300000,CARD_LEVEL,6,기타,UNCLASSIFIED,,,,한화그룹 계열사 서비스
