benefit_id,card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,unit_type,raw_text,classification_status
834,774,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,롯데월드 종합이용권 50% 할인,CONFIRMED
835,774,200000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"롯데시네마 관람료 1,500원 할인",CONFIRMED
836,774,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,15.0,,,,미스터피자 15% 현장 할인,CONFIRMED
837,775,0,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,1.0,,,,해외 이용금액의 1% 해피포인트 적립,CONFIRMED
838,776,0,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,1.0,,,,홈플러스에서 결제 시 1%·5% 결제일할인(청구할인),CONFIRMED
839,776,0,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,80,,,GS칼텍스에서 주유 시 리터당 80원 결제일할인(청구할인),CONFIRMED
840,777,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,롯데월드 아쿠아리움 입장권 및 놀이공원 자유이용권 50% 현장할인,CONFIRMED
841,778,400000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,12.0,,,,GS SHOP 12% 청구 할인,CONFIRMED
842,778,400000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,대형마트 5% 청구 할인,CONFIRMED
843,778,400000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,이동통신 5% 청구 할인,CONFIRMED
844,778,400000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피 10% 청구 할인,CONFIRMED
845,778,400000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,편의점 10% 청구 할인,CONFIRMED
846,779,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,2.0,,,,"위메프 적립 2%
위메프오 적립 1%",CONFIRMED
847,779,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,생활영역/구독서비스 적립 5%,CONFIRMED
848,780,0,CARD_LEVEL,6,기타,FREE_SERVICE,,,,,"부가세환급 편의지원서비스
전자세금계산서 월 250건 무료",CONFIRMED
849,783,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,4.0,,,,SSG.COM에서 결제 시 2~4% 신세계포인트 적립,CONFIRMED
850,783,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,생활편의영역에서 결제 시 3~5% 신세계포인트 적립,CONFIRMED
851,788,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 50%·워터파크 30% 할인,CONFIRMED
852,788,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,15.0,,,,CJ푸드빌 15% 현장할인,CONFIRMED
853,788,200000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,4000,,,"CGV 4,000원·8,000원 할인",CONFIRMED
854,788,200000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,CJ푸드빌 20%·30% 현장할인,CONFIRMED
855,789,0,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,5.0,,,,이마트 7대 가맹점에서 결제 시 최대 5% 신세계포인트 적립,CONFIRMED
856,789,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,생활편의영역에서 결제 시 최대 5% 신세계포인트 적립,CONFIRMED
857,789,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,그 외 모든 가맹점에서 결제 시 최대 0.5% 신세계포인트 적립,CONFIRMED
858,816,0,CARD_LEVEL,9,주유소,RATE_DISCOUNT,2.0,,,,전주유소 이용액의 2% 할인(LPG제외),CONFIRMED
859,816,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"전국 주요영화관 1,500원 할인",CONFIRMED
860,816,0,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,주요 패밀리레스토랑 10% 할인,CONFIRMED
861,816,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 할인,CONFIRMED
862,852,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,2.0,,,,"스마일페이 가맹점/해외에서 스마일페이로 결제 시 2% 스마일캐시 적립
그 외 가맹점 이용 시 1% 스마일캐시 적립",CONFIRMED
863,852,0,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,모든 가맹점에서 5만원 이상 결제 시 2~3개월 무이자할부,CONFIRMED
864,853,0,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,모든 가맹점에서 5만원 이상 결제 시 2~3개월 무이자할부,CONFIRMED
865,854,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,200,,,"현대오일뱅크/SK에너지에서 주유 시 리터당 200원·400원 청구 할인
모든 충전소(LPG) 이용 시 리터당 100원·200원 청구 할인",CONFIRMED
866,859,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,200,,,"현대오일뱅크/SK에너지에서 주유 시 리터당 200원·400원 청구 할인
모든 충전소(LPG) 이용 시 리터당 100원·200원 청구 할인",CONFIRMED
867,865,500000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,7.0,,,,"홈플러스 매장, 온라인몰 결제 시 마이홈플러스 포인트 7% 적립",CONFIRMED
868,865,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.3,,,,홈플러스 매장 외 가맹점 결제 시 0.3% 결제일 할인,CONFIRMED
869,889,400000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,1.0,,,,(공통서비스) 3대 마트 1% 할인,CONFIRMED
870,890,500000,CARD_LEVEL,14,생활,RATE_DISCOUNT,12.0,,,,영라이프할인 - 라이프 가맹점 10~12% 결제일 할인,CONFIRMED
871,895,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.7,,,,모든 가맹점 0.7% 포인트 적립,CONFIRMED
872,895,300000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,1.3,,,,"신한은행 결제계좌 연결 시, 쇼핑 1.3% 추가적립",CONFIRMED
873,895,300000,CARD_LEVEL,26,해외,RATE_DISCOUNT,1.3,,,,"신한은행 결제계좌 연결 시, 해외 1.3% 추가적립",CONFIRMED
874,895,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,3.3,,,,"신한은행 결제계좌 연결 시, 통신/대중교통/도시가스 3.3% 추가적립",CONFIRMED
875,905,0,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,1.0,,,,"메가마트 매장 결제 시 메가포인트 1.0% 적립
메가마트 자체 추가적립 0.5%, 총 1.5% 적립",CONFIRMED
876,905,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,메가마트 제외 모든가맹점 메가포인트 0.5% 적립,CONFIRMED
877,905,0,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,"택시, 버스, 지하철 3~5% 할인 (모바일 교통거래 포함)",CONFIRMED
878,905,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,GS칼텍스 60원/L 할인,CONFIRMED
879,906,0,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,0.5,,,,"메가마트 매장 결제 시 메가포인트 0.5% 적립
메가마트 자체 추가적립 0.2%, 총 0.7% 적립",CONFIRMED
880,906,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.1,,,,메가마트 제외 모든가맹점 메가포인트 0.1% 적립,CONFIRMED
881,912,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,"온라인쇼핑몰, 대형마트, 소셜커머스, 백화점 10% 포인트리 적립",CONFIRMED
882,912,500000,CARD_LEVEL,13,선택형,RATE_DISCOUNT,5.0,,,,"아파트 관리비, 편의점, 배달앱 5% 포인트리 적립",CONFIRMED
883,916,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,80,,,알뜰주유소 리터당 80원~100원 청구할인,CONFIRMED
884,916,300000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,치킨·피자 10% 청구할인,CONFIRMED
885,916,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,12000,,,"전국 영화관 12,000원 이상 결제 시 3,000원 청구할인",CONFIRMED
886,916,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피전문점 10% 청구할인,CONFIRMED
887,940,400000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.1,,,,전 가맹점 OK캐쉬백 0.1% 기본적립,CONFIRMED
888,942,300000,CARD_LEVEL,7,백화점,RATE_DISCOUNT,10.0,,,,"AK PLAZA 청구할인 최대 10%
AK 멤버스 서비스",CONFIRMED
889,942,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"[생활영역 청구 할인] 학원, 패밀리레스토랑,커피,미용실 5% 할인",CONFIRMED
890,942,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3500,,,"인터파크 영화예매 1매당 3,500원 청구 할인",CONFIRMED
891,942,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 할인,CONFIRMED
892,945,3000000,INLINE,2,모든가맹점,RATE_DISCOUNT,1.0,,,,"일시불, 할부 이용금액 마이신한포인트 1% 적립
전월 300만원 이상 이용 시 일시불, 할부 이용금액 0.5% 추가적립",CONFIRMED
893,945,500000,INLINE,26,해외,RATE_DISCOUNT,2.0,,,,[Travel 적립] 해외/면세점 이용금액 2% 추가 적립(전월실적 50만원 이상),CONFIRMED
894,949,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,모든 가맹점 이용액 0.5% 캐시백,CONFIRMED
895,949,0,CARD_LEVEL,6,기타,FREE_SERVICE,,,,,ATM 출금 수수료 면제,CONFIRMED
896,949,0,CARD_LEVEL,13,선택형,RATE_DISCOUNT,1.2,,,,선택한 2가지 업종 1.2% 캐시백,CONFIRMED
897,949,0,CARD_LEVEL,13,선택형,RATE_DISCOUNT,2.0,,,,선택한 업종 2.0% 캐시백(혜택 추가시 연회비 3천원 추가),CONFIRMED
898,951,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,"아웃백, TGIF 10% 청구할인",CONFIRMED
899,951,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,"스타벅스, 투썸플레이스 20% 청구할인",CONFIRMED
900,951,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"모든 영화관 3,000원 청구할인",CONFIRMED
901,951,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 50% 현장할인,CONFIRMED
902,952,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,"아웃백, TGIF 10% 청구할인",CONFIRMED
903,952,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,"스타벅스, 투썸플레이스 20% 청구할인",CONFIRMED
904,952,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 50% 현장할인,CONFIRMED
905,952,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"모든 영화관 3,000원 청구할인",CONFIRMED
906,953,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,70,,,주유소/충전소 리터당 70원 할인,CONFIRMED
907,953,300000,CARD_LEVEL,30,렌터카,RATE_DISCOUNT,70.0,,,,SK렌터카 최대 70% 현장할인,CONFIRMED
908,1002,400000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,국내 모든 가맹점 최대 1% 할인,CONFIRMED
909,1003,0,CARD_LEVEL,1,쇼핑,INSTALLMENT_FREE,,3,,,"전국 유명 백화점, 할인점, 온라인 쇼핑몰 5% 할인
전국 유명 백화점 및 할인점 상시 2~3개월 무이자 할부",CONFIRMED
910,1003,0,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,GS칼텍스 60원/L 할인,CONFIRMED
911,1003,0,CARD_LEVEL,12,푸드,RATE_DISCOUNT,30.0,,,,"불고기브라더스, 제일제면소 30% 할인
아웃백, 카페마마스, 스타벅스 20% 할인",CONFIRMED
912,1003,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,LG계열 제휴사 최대 5~10% 할인 및 포인트 적립,CONFIRMED
913,1010,500000,CARD_LEVEL,6,기타,RATE_DISCOUNT,50.0,,,,"전기/수소차 충전 50% 적립
올가홀푸드, 바이올가, SSG.COM, 쿠팡 5% 적립",CONFIRMED
914,1018,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,커피 업종 이용시 20% 결제일 할인,CONFIRMED
915,1019,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,30.0,,,,빽다방 30% 결제일 할인,CONFIRMED
916,1019,0,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,더본(theborn) 모든 매장 10% 결제일 할인,CONFIRMED
917,1019,0,CARD_LEVEL,19,편의점,RATE_DISCOUNT,5.0,,,,편의점 5% 결제일 할인,CONFIRMED
918,1035,200000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,50,,,"SK주유소 50원/ℓ 할인
엔진오일 교환 시 최대 1만 5천원 현장할인",CONFIRMED
919,1035,200000,CARD_LEVEL,33,무이자할부,INSTALLMENT_FREE,,3,,,백화점/대형마트 2~3개월 무이자 할부,CONFIRMED
920,1035,200000,CARD_LEVEL,17,대중교통,RATE_DISCOUNT,10.0,,,,대중교통 이용금액 10% 할인,CONFIRMED
921,1073,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3000,,,"모든 영화관 3,000원 할인",CONFIRMED
922,1073,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 50% 할인,CONFIRMED
923,1155,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,"온라인쇼핑몰, 대형마트, 소셜커머스, 백화점 10% 포인트리 적립",CONFIRMED
924,1155,500000,CARD_LEVEL,13,선택형,RATE_DISCOUNT,5.0,,,,"아파트 관리비, 편의점, 배달앱 5% 포인트리 적립",CONFIRMED
925,1165,400000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,롯데월드 본인 종합이용권 50% 할인,CONFIRMED
926,1165,400000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,1500,,,"롯데시네마 영화관람료 1,500원 할인",CONFIRMED
927,1165,400000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,T.G.I.FRiDAY'S 10% 현장할인(주류 제외),CONFIRMED
928,1169,0,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,"파리바게뜨, 던킨도너츠 10% 할인",CONFIRMED
929,1169,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 할인,CONFIRMED
930,1169,0,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,50,,,SK주유소 리터당 SK주유포인트 50원적립,CONFIRMED
931,1169,0,CARD_LEVEL,6,기타,FREE_SERVICE,,,,,연회비 면제 및 SMS 무료 서비스,CONFIRMED
932,1171,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,모든 이용금액(일부 제외)0.5% 적립,CONFIRMED
933,1171,0,CARD_LEVEL,7,백화점,RATE_DISCOUNT,1.0,,,,현대백화점그룹내 1%추가적립,CONFIRMED
934,1171,0,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"커피, 편의점, 약국 업종 5%청구할인",CONFIRMED
935,1171,0,CARD_LEVEL,6,기타,RATE_DISCOUNT,5.0,,,,"학원, 골프/골프연습장, 미용실 업종 5%청구할인",CONFIRMED
936,1171,0,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3500,,,"인터파크 영화 예매 시 1매당 3,500원 청구할인",CONFIRMED
937,1171,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,롯데월드/에버랜드/캐리비안베이 30 ~ 50% 현장할인,CONFIRMED
938,1172,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,10.0,,,,하나로마트 대상점 이용 시 이용금액 10% 청구 할인,CONFIRMED
939,1172,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,5.0,,,,"통신 자동이체 이용 시, 이용금액의 5% 청구 할인",CONFIRMED
940,1186,200000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,생활 가맹점 이용당 5% 하나머니 적립,CONFIRMED
941,1198,500000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,10.0,,,,IKEA 매장 이용 시 10% 할인,CONFIRMED
942,1213,400000,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,5.0,,,,"대형마트 5% 청구할인
편의점 5% 청구할인",CONFIRMED
943,1213,400000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,전국 주유소 리터당 60원 할인,CONFIRMED
944,1248,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,3.0,,,,"이마트, 이마트 트레이더스, 홈플러스, 롯데마트 이용금액 3% 청구할인",CONFIRMED
945,1248,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피빈 이용금액 10% 청구할인,CONFIRMED
946,1253,300000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,7.0,,,,랭킹닭컴 이용 시 7% 청구할인,CONFIRMED
947,1253,300000,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,5.0,,,,"지난달 이용실적 30만원 이상 시 청구할인 제공
해외 전 가맹점 5% 할인",CONFIRMED
948,1253,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,7.0,,,,"지난달 이용실적 70만원 이상 시 제공
통신, 대중교통, 온라인 7% 청구할인",CONFIRMED
949,1258,250000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,10.0,,,,"G마켓, 옥션 10% 할인",CONFIRMED
950,1258,250000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,20.0,,,,"스타벅스 20% 할인(사이렌오더 포함)
파리바게뜨, 배스킨라빈스, 던킨도너츠 10% 할인",CONFIRMED
951,1258,250000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,"맥도날드, 롯데리아, 버거킹, 피자헛, 미스터피자, 도미노피자 10% 할인",CONFIRMED
952,1258,250000,CARD_LEVEL,24,마트/편의점,RATE_DISCOUNT,5.0,,,,"편의점(CU), 올리브영 5% 할인",CONFIRMED
953,1258,250000,CARD_LEVEL,10,영화,RATE_DISCOUNT,10.0,,,,"CGV, 롯데시네마, 메가박스 10% 할인",CONFIRMED
954,1258,250000,CARD_LEVEL,37,교육,RATE_DISCOUNT,10.0,,,,"YBM시사(토익응시료 포함), 파고다, 해커스어학원 10% 할인",CONFIRMED
955,1259,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,패밀리레스토랑 10% 캐시백 할인,CONFIRMED
956,1259,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,"스타벅스, 커피빈 10% 캐시백 할인",CONFIRMED
957,1259,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,주요 놀이공원 자유이용권 50% 현장할인,CONFIRMED
958,1260,300000,CARD_LEVEL,17,대중교통,FIXED_AMOUNT,,1500,,,"전국 시내버스, 지하철 1,500원 할인",CONFIRMED
959,1260,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"아웃백, TGIF 20% 현장 할인",CONFIRMED
960,1260,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,"스타벅스, 투썸플레이스 20% 할인",CONFIRMED
961,1260,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,40,,,GS칼텍스 40원/L 할인,CONFIRMED
962,1278,0,CARD_LEVEL,34,병원,RATE_DISCOUNT,5.0,,,,의료비 5% 할인,CONFIRMED
963,1278,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,온라인 쇼핑 5% 할인,CONFIRMED
964,1278,0,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,패밀리레스토랑 10% 할인,CONFIRMED
965,1278,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,20.0,,,,커피전문점 20% 할인,CONFIRMED
966,1278,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,5.0,,,,키즈파크 5% 할인,CONFIRMED
967,1285,200000,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,"대중교통, 택시 5% 캐쉬백",CONFIRMED
968,1285,200000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"온라인쇼핑, 생활영역 5% 캐쉬백",CONFIRMED
969,1286,0,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,"CJ오쇼핑, CJmall 5% 청구할인",CONFIRMED
970,1286,0,CARD_LEVEL,12,푸드,RATE_DISCOUNT,20.0,,,,CJ푸드빌 10~20% 현장할인,CONFIRMED
971,1288,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.0,,,,전 가맹점 이용 시 기본 1.0% 토스포인트 기본적립,CONFIRMED
972,1288,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,4.0,,,,스타벅스 이용 시 추가 4.0% 토스포인트 추가적립,CONFIRMED
973,1290,200000,CARD_LEVEL,27,교통,RATE_DISCOUNT,5.0,,,,"대중교통, 택시 5% 캐쉬백",CONFIRMED
974,1290,200000,CARD_LEVEL,14,생활,RATE_DISCOUNT,5.0,,,,"온라인쇼핑, 생활영역 5% 캐쉬백",CONFIRMED
975,1298,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,편의점 10% 할인,CONFIRMED
976,1298,200000,CARD_LEVEL,31,카페/디저트,RATE_DISCOUNT,10.0,,,,"베이커리 업종 10% 할인
커피전문점 10% 할인",CONFIRMED
977,1299,500000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,1.3,,,,국내가맹점 1~1.3% 포인트리 적립,CONFIRMED
978,1299,500000,CARD_LEVEL,26,해외,RATE_DISCOUNT,5.0,,,,해외이용(직구포함) 5% 할인 캐시백,CONFIRMED
979,1299,500000,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"인천공항 음료(HOT/ICE 아메리카노) 무료제공 등 고품격 서비스
Master / Local 플래티늄 전용서비스",CONFIRMED
980,1309,200000,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,0.7,,,,쇼핑 특화 영역 포인트리 0.7% 추가 적립,CONFIRMED
981,1309,200000,CARD_LEVEL,29,여행/숙박,RATE_DISCOUNT,0.7,,,,여행 특화 영역 포인트리 0.7% 추가 적립,CONFIRMED
982,1309,200000,CARD_LEVEL,26,해외,RATE_DISCOUNT,3.0,,,,해외이용 최대 3% 적립,CONFIRMED
983,1311,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.4,,,,국내 이용금액 0.2~0.4% 캐시백,CONFIRMED
984,1311,0,CARD_LEVEL,32,해외이용,RATE_DISCOUNT,1.0,,,,해외 이용금액 1% 캐시백,CONFIRMED
985,1315,300000,CARD_LEVEL,26,해외,RATE_DISCOUNT,2.0,,,,해외 이용금액 2% 할인 캐시백,CONFIRMED
986,1339,300000,CARD_LEVEL,35,골프,RATE_DISCOUNT,20.0,,,,스크린골프 및 직영매장 20% 청구할인,CONFIRMED
987,1339,300000,CARD_LEVEL,9,주유소,FIXED_AMOUNT,,60,,,전 주유소 리터당 60원 청구할인,CONFIRMED
988,1360,300000,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.5,,,,빅포인트 0.5% 기본적립 (빅포인트계열),CONFIRMED
989,1379,300000,CARD_LEVEL,3,주유,FIXED_AMOUNT,,60,,,"[주유] 주유소, 충전소 업종 리터당 60원 청구할인",CONFIRMED
990,1379,300000,CARD_LEVEL,5,통신,RATE_DISCOUNT,10.0,,,,"[통신] 전화요금, 인터넷이용료, 케이블TV 업종 10% 청구할인",CONFIRMED
991,1379,300000,CARD_LEVEL,27,교통,RATE_DISCOUNT,10.0,,,,"[교통] 버스, 지하철, 택시 업종10% 청구할인",CONFIRMED
992,1379,300000,CARD_LEVEL,12,푸드,RATE_DISCOUNT,10.0,,,,"음식점, 커피전문점, 편의점, 약국 업종 10% 추가 청구할인",CONFIRMED
993,1379,300000,CARD_LEVEL,14,생활,RATE_DISCOUNT,10.0,,,,"학원, 휘트니스센터 업종 10% 추가 청구할인",CONFIRMED
994,1379,300000,CARD_LEVEL,28,프리미엄 서비스,FREE_SERVICE,,,,,"인천공항 음료 무료제공 등 고품격 서비스
Master / VISA / AMEX / Local 플래티늄 전용서비스",CONFIRMED
995,1380,300000,CARD_LEVEL,10,영화,FIXED_AMOUNT,,3500,,,"인터파크 영화예매 시 3,500원 청구할인",CONFIRMED
996,1380,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 최대 50% 할인,CONFIRMED
997,1381,0,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,외식 10% 청구할인,CONFIRMED
998,1381,0,CARD_LEVEL,18,카페,RATE_DISCOUNT,10.0,,,,커피 10% 청구할인,CONFIRMED
999,1382,0,CARD_LEVEL,26,해외,RATE_DISCOUNT,3.0,,,,해외 전 가맹점 최대 3% 포인트리 적립,CONFIRMED
1000,1382,0,CARD_LEVEL,1,쇼핑,RATE_DISCOUNT,2.0,,,,몰테일 배송료 이용금액 2% 적립 및 수수료 할인,CONFIRMED
1001,1383,300000,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,이마트 · 롯데마트 · 홈플러스 5%청구할인,CONFIRMED
1002,1383,300000,CARD_LEVEL,21,온라인쇼핑,RATE_DISCOUNT,5.0,,,,G마켓 · 옥션 · 인터파크 · 11번가 5%청구할인,CONFIRMED
1003,1394,0,CARD_LEVEL,2,모든가맹점,RATE_DISCOUNT,0.2,,,,"모든 가맹점 0.2% 캐시백
특정업종 추가로 0.2% 캐시백",CONFIRMED
1004,1394,0,CARD_LEVEL,7,백화점,RATE_DISCOUNT,5.0,,,,현대백화점 5% 현장할인,CONFIRMED
1005,1438,200000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,10.0,,,,패밀리레스토랑 10% 캐시백,CONFIRMED
1006,1438,200000,CARD_LEVEL,19,편의점,RATE_DISCOUNT,10.0,,,,편의점 10% 캐시백,CONFIRMED
1007,1443,300000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,"에버랜드 자유이용권(대인 동반 소인 1매) 50% 현장할인
캐리비안베이 입장권 30% 현장할인",CONFIRMED
1008,1443,300000,CARD_LEVEL,8,패밀리레스토랑,RATE_DISCOUNT,20.0,,,,"VIPS, 아웃백, TGIF 20% 청구할인",CONFIRMED
1009,1451,0,CARD_LEVEL,4,금융,RATE_DISCOUNT,50.0,,,,"외환 환전 송금 최대 50% 환율 우대
우리원송금클럽",CONFIRMED
1010,1451,0,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,놀이공원 및 테마파크 30~50% 할인,CONFIRMED
1011,1451,0,CARD_LEVEL,22,대형마트,RATE_DISCOUNT,5.0,,,,대형마트 5% 청구할인,CONFIRMED
1012,1526,200000,CARD_LEVEL,11,테마파크,RATE_DISCOUNT,50.0,,,,"롯데월드, 에버랜드 자유이용권 50% 할인",CONFIRMED
1013,1529,300000,CARD_LEVEL,18,카페,RATE_DISCOUNT,5.0,,,,5대 커피업종 5% 청구할인,CONFIRMED
